id,timestamp_utc,anon_user_id,phase,post_type,target_event_id,target_anon_user_id,emotion_gemma_4_31b,emotion_gpt_5,emotion_gpt_5_4,human_emotion_labels,human_emotion_modal,institution_type_gpt5mini,institution_type_final,manual_reporting_status,manual_first_person,manual_motive_codes,manual_motive_parent_categories
e_63060432d9fc4667b3f1aa391ab2e0e5,2021-12-26T22:00Z,u_41bcc8654ef24fa8b2326e77492ce26e,phase_2,retweet,e_6b0a2c6563424e118a64419b6b43a625,u_be6494093d024182bf7675b377a17af2,anger,,,[],,personal,personal,,,[],[]
e_eb051db1f5454a52aa05f547721032ad,2021-12-26T22:04Z,u_917f3128abc443a98bd611b16f9c3cb1,phase_2,retweet,e_729d75d939394b5fa1db43e0c0e454a8,u_56d7d2307d90409899f7bf91d868b96e,anger,,,[],,personal,personal,,,[],[]
e_34951216f7c0416f83b918fe57b506a1,2021-12-26T22:13Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_22e5ae33739a42a596875e764c0951dc,u_b824a5632ea34274b8926175c0d4ff51,disgust,,,[],,personal,personal,,,[],[]
e_db3459f983304c46990b33d9b9f469d6,2021-12-26T21:55Z,u_504cffe5b9454da2a9c1c36bc7bf7e74,phase_2,retweet,e_8a48b52afa7d461bb58ff91723c0c2aa,u_f4fa72074cb645db9f0351a5073ee3de,anger,,,[],,personal,personal,,,[],[]
e_1ef5d5eb302c4ffa9ba6e36094afacc6,2021-12-26T21:52Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_71c2fbd5b4ee44da88902f131a9f1f9e,u_64c02b4f3057474d8031274aed9eaf9c,fear,,,[],,personal,personal,,,[],[]
e_5e60da9c1c6c4672a882c1cce28b80df,2021-12-26T21:56Z,u_ae2388791a3d48e9b8f4918602aef03b,phase_2,retweet,e_115a4628ebed42b9a7be19268bf2cc3a,u_ce1cdc3a19544225b1f0245253e55efd,sadness,,,[],,personal,personal,,,[],[]
e_8fb8b1bd7bcb4d39beb91f7eb4ee3794,2021-12-26T22:15Z,u_67e6dc967ef545ae9bfaf2683d1bc7ac,phase_2,retweet,e_f17d6a378dbb4cc4932d9debb103dcef,u_223c3c051d0645bd904b76f6153b00aa,sadness,,,[],,personal,personal,,,[],[]
e_7f2df1d0c35e494892cb9124f8e1d3a7,2021-12-26T22:01Z,u_40ff13f2871f496d8641725838506911,phase_2,retweet,e_8a48b52afa7d461bb58ff91723c0c2aa,u_f4fa72074cb645db9f0351a5073ee3de,anger,,,[],,personal,personal,,,[],[]
e_d621fab7333e4be089c4b6754110bf42,2021-12-26T21:54Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_83b031b466244344aa742ddc98a426dd,u_f4b25afacfe34e08925bb0f92ff76732,joy,,,[],,personal,personal,,,[],[]
e_805f694102204b47877fd5a8485cb2d2,2021-12-26T21:49Z,u_51085d0d1c2a4899b7e27e3ecf34ad4c,phase_2,retweet,e_53e36128ba5a4db89b5c5850c801cce7,u_7e6be9c2a6384f5587ccd46b149d7b3b,sadness,,,[],,personal,personal,,,[],[]
e_6e9bfa28a12046e785e0fee571c6815f,2021-12-26T21:50Z,u_a149b23009f34669860879d2ecd12a65,phase_2,retweet,e_be408a2d27b840c09118406a1b498d25,u_357b39aea5994dae9668b493d8d933f3,sadness,,,[],,personal,personal,,,[],[]
e_cb4ae4f8afdb4bb5b652db5b371dd62c,2021-12-26T21:49Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_7482f794d536407e822e7624204a5b40,u_1a280c97cdf947968435ac6275825764,joy,,,[],,personal,personal,,,[],[]
e_19e2b18201484d53be9c947964d13ed0,2021-12-26T21:55Z,u_40ff13f2871f496d8641725838506911,phase_2,retweet,e_cad9e2fc9d794c248659efeac490fc05,u_24db3f73b937447dac2b070e74b9b040,fear,,,[],,personal,personal,,,[],[]
e_78b02772464c468ea545ee3b013a4464,2021-12-26T21:47Z,u_e11838bfac39496e9e7c2af0c0244cb3,phase_2,retweet,e_22e5ae33739a42a596875e764c0951dc,u_b824a5632ea34274b8926175c0d4ff51,disgust,,,[],,personal,personal,,,[],[]
e_52930bfdde9447078df00fc16e6d9854,2021-12-26T22:09Z,u_a9cde350fbe54449907f325d519d9c7c,phase_2,retweet,e_729d75d939394b5fa1db43e0c0e454a8,u_56d7d2307d90409899f7bf91d868b96e,anger,,,[],,personal,personal,,,[],[]
e_bd6bd1728a7548af8426987c32d11576,2021-12-26T22:10Z,u_6a8545c63d4747f7b32fe9cb3e47af61,phase_2,retweet,e_03008ebc3772400c8f419328f51af0cb,u_b255120ea75d4c629ac12fb9975c4c5c,sadness,,,[],,personal,personal,,,[],[]
e_9f0ae4fedbb44589b5de5f3fdf2c7adb,2021-12-26T22:15Z,u_13617db7057b4862a8534fef2e3a572f,phase_2,retweet,e_a656ff374fd84938915573aba14c5d5c,u_71c281ad30234b80964571678c859212,sadness,,,[],,personal,personal,,,[],[]
e_da37943167a646938a55b94c245f69f0,2021-12-26T22:04Z,u_6a8545c63d4747f7b32fe9cb3e47af61,phase_2,retweet,e_42b44e115e1c4819ad1821d32a4df3fd,u_3f08f8b0472c4b11bce08f2ed002b5d5,sadness,,,[],,personal,personal,,,[],[]
e_8c677eb79b094efca47890d5496afa14,2021-12-26T21:58Z,u_46e453a2bb274725bf1f015f29a78356,phase_2,retweet,e_05abdcdac84747e688a5ddcc2b9e18d2,u_5e75d46047d84830bc73c46c93b23bad,anger,,,[],,unknown,personal,,,[],[]
e_60f5232d36dd475e8bed2cb89693ad93,2021-12-26T22:03Z,u_b473be89fe2f42a495fa043e3c8df32f,phase_2,retweet,e_c865e309e0a5458e9cd232326d9b546e,u_7d248fb11d6046c29a0874f2788c41c2,trust,,,[],,personal,personal,,,[],[]
e_946ea4621a10406d88cca0cc2dda88cd,2021-12-26T21:51Z,u_40ff13f2871f496d8641725838506911,phase_2,retweet,e_10c1fe8dc15844388ddf915b20806e99,u_d528e0b6ae044144bf4eef51ca512cf1,sadness,,,[],,personal,personal,,,[],[]
e_390ccd0f29674b1daa634e7a97c8c05e,2021-12-26T21:51Z,u_99d1c772c6b74c05b947007fe592510c,phase_2,retweet,e_f17d6a378dbb4cc4932d9debb103dcef,u_223c3c051d0645bd904b76f6153b00aa,sadness,,,[],,personal,personal,,,[],[]
e_1655f69521b74f1b863c461e5b2ef162,2021-12-26T21:48Z,u_3caf22b251f54263afb115e7e882879f,phase_2,retweet,e_18fd1b0467d24f62bd1a94016e4c7d42,u_8490b9115515430b87356b1759c798c6,sadness,,,[],,personal,personal,,,[],[]
e_1154941eb1c84e1f80bd8dc20eabb25a,2021-12-26T22:10Z,u_57779c00c19e43f4b62f243cbbf14e05,phase_2,retweet,e_f17d6a378dbb4cc4932d9debb103dcef,u_223c3c051d0645bd904b76f6153b00aa,sadness,,,[],,personal,personal,,,[],[]
e_af1c23fb91714d7abb91cd40c99e3d7a,2021-12-26T21:59Z,u_1ae8944c69364f119a03e2159101bfe5,phase_2,retweet,e_d07bd6fef10947ee92755e553a922f69,u_4a93a0f5fdd94c898bc58e408032cad6,anger,,,[],,unknown,personal,,,[],[]
e_2c3c1aacb95542ba9c22cc93688cb6ac,2021-12-26T22:09Z,u_65d0972651b74a5581a108804b4deda3,phase_2,retweet,e_53e36128ba5a4db89b5c5850c801cce7,u_7e6be9c2a6384f5587ccd46b149d7b3b,sadness,,,[],,personal,personal,,,[],[]
e_cdb37b6cd85643b392c435145f4bd0cd,2021-12-26T22:02Z,u_b501f7c1b6bb47959e79a7a11ca80513,phase_2,retweet,e_c865e309e0a5458e9cd232326d9b546e,u_7d248fb11d6046c29a0874f2788c41c2,trust,,,[],,personal,personal,,,[],[]
e_50038798d8764c48a5e330cc0c8edeae,2021-12-26T22:02Z,u_497d5164604e4df49f3ca15c22928c44,phase_2,retweet,e_42b44e115e1c4819ad1821d32a4df3fd,u_3f08f8b0472c4b11bce08f2ed002b5d5,sadness,,,[],,personal,personal,,,[],[]
e_daf28b8c094b4d23ac1b07287d310297,2021-12-26T22:08Z,u_ee1158efc2324bd2b7625735143b1c81,phase_2,retweet,e_a5cc75297e7a4aa1ad3a79c3021d3ff1,u_93bc5f458a404039a6fb703d9fb47a3f,fear,,,[],,personal,personal,,,[],[]
e_8c86fe70bf774c37954d5f519685cd7f,2021-12-26T21:56Z,u_dbdb654d43d649f29de9992d3127d8cc,phase_2,retweet,e_209f1e5253bf478b80a48094f43e290d,u_223c3c051d0645bd904b76f6153b00aa,joy,,,[],,unknown,personal,,,[],[]
e_4603235118b84bce88dbe076f134984f,2021-12-26T21:55Z,u_dbdb654d43d649f29de9992d3127d8cc,phase_2,retweet,e_ccffb52eb2cd4ba69d7f35b0f23decbe,u_223c3c051d0645bd904b76f6153b00aa,anger,,,[],,unknown,personal,,,[],[]
e_2c292db379e94a77afb4cfdddc078979,2021-12-26T21:56Z,u_2320a4b6dd1943e4898aff82837840df,phase_2,retweet,e_030b98ca995c4cd48122aed167e6d239,u_11e7f0750db6464c841c6519a8620ebf,sadness,,,[],,personal,personal,,,[],[]
e_4b24074f34b8453e8e4484f4a36600da,2021-12-26T22:02Z,u_dbdb654d43d649f29de9992d3127d8cc,phase_2,retweet,e_f17d6a378dbb4cc4932d9debb103dcef,u_223c3c051d0645bd904b76f6153b00aa,sadness,,,[],,unknown,personal,,,[],[]
e_14095923002f49678ee23d2f18a611d5,2021-12-26T21:54Z,u_fa930223e69d405d82b8a751824e2723,phase_2,retweet,e_dc44d963553f471395f8f57721577131,u_3dc67236e28e491d91ab7242722db06c,trust,,,[],,personal,personal,,,[],[]
e_b3dc6a480d4c47dca97b02bbd759deee,2021-12-26T22:14Z,u_bca1c786c2f443c393182d64952a528c,phase_2,retweet,e_6aafde704b534d8883f02f4da8a56bb8,u_808c3ebcb40044a88a5ff2c370359731,anger,,,[],,personal,personal,,,[],[]
e_ceff1dd69b524eb99fd4f62149065db0,2021-12-26T22:13Z,u_099b99db805546d68c48a1a9f4c18ca2,phase_2,retweet,e_e5b5f1c8e6f84ea7b053b9b73bbb5850,u_4f9a810ba53c4bec921f7c7a6809a808,anger,,,[],,personal,personal,,,[],[]
e_98000b89b5254ceb986ddded662f14c1,2021-12-26T21:57Z,u_74513bc195814f48b7822c062c1aee79,phase_2,post,,,joy,,,[],,personal,personal,,false,[],[]
e_4cf45e6d5ec94c238ee7eb65fb2e56a8,2021-12-26T22:09Z,u_c87e821d408348859eba85f7fa954775,phase_2,retweet,e_6aafde704b534d8883f02f4da8a56bb8,u_808c3ebcb40044a88a5ff2c370359731,anger,,,[],,personal,personal,,,[],[]
e_0e6a0b5458fd46f29d0a3eafb30c4265,2021-12-26T22:14Z,u_96f6a65bcd354472916962f70496e5d1,phase_2,retweet,e_e66a7924b6954d53a13b7f6165e8014f,u_91d2b630e14042c3902fd502789e3d74,anger,,,[],,unknown,personal,,,[],[]
e_57f6ff92caf54604ba3e959e2968c6d8,2021-12-26T22:02Z,u_1235da9b523c4761984c0e5838eb576d,phase_2,retweet,e_030b98ca995c4cd48122aed167e6d239,u_11e7f0750db6464c841c6519a8620ebf,sadness,,,[],,personal,personal,,,[],[]
e_1106292ea3fc4a54890af46264a6143e,2021-12-26T21:56Z,u_a9fae3178b944c1c933109689abe227e,phase_2,retweet,e_d45cc52afb8d407497723af44ae7762f,u_a043641015a34465822b84d6c8ac97df,disgust,,,[],,personal,personal,,,[],[]
e_21b1778435494349ad11c5449c29b3ac,2021-12-26T21:51Z,u_ce594c44936d406b85771598b52fa3c3,phase_2,retweet,e_bbf10c3f6dfe49b79a4eda489b3c9871,u_3f351f6c6fde4b45907923bd54c9254c,sadness,,,[],,personal,personal,,,[],[]
e_148cbc55a8894eae8d81cf5f208bc5fd,2021-12-26T22:05Z,u_c3700b134de24dec8c776c25f224fdfc,phase_2,retweet,e_9ddedbfca75d4ae3b524b43c876a50a2,u_9e43d3bc45014fdfb278a5c7e2723863,joy,,,[],,personal,personal,,,[],[]
e_6aafde704b534d8883f02f4da8a56bb8,2021-12-26T21:53Z,u_808c3ebcb40044a88a5ff2c370359731,phase_2,post,,,anger,,,[],,personal,personal,,false,[],[]
e_8d15d308d444400196551a036843f6b9,2021-12-26T21:51Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_b554866f151a4b6bb7716f9236adeff5,u_feb6908d6cba4184b8eaba1953d5ea72,disgust,,,[],,personal,personal,,,[],[]
e_856bb6f421024cc19e2e367854756907,2021-12-26T22:06Z,u_daf53b64ab424b348ccb195075469d60,phase_2,post,,,neutral,,,[],,personal,personal,,false,[],[]
e_2dbb27fc8d244aea937622408f41e720,2021-12-26T21:49Z,u_f87934fc08324225ac684ec16ac429ca,phase_2,retweet,e_f9a8d365b12045c1b4195652add1c692,u_70ee840ee4f444749fa84cf47e294c55,joy,,,[],,personal,personal,,,[],[]
e_7ad9cdc8610a4d8b81a2830d269d4b7e,2021-12-26T21:58Z,u_2a162786e80d4db0bb87462cfe16c353,phase_2,retweet,e_7c200b3648444ccf908b215856a097b4,u_1e6ef7b4adce4a17872c25fd27759726,neutral,,,[],,personal,personal,,,[],[]
e_2381fa99d5e04e8eab03156ac7c49b4c,2021-12-26T22:01Z,u_1d911d023a3a4c20bb0ffe9a5d2dde8f,phase_2,retweet,e_651d526c675848bc9730e7c4fa109fad,u_d6f6df190a2d4469b87444328c1f1f75,sadness,,,[],,personal,personal,,,[],[]
e_871484808d834087ae5b22c6399d6b34,2021-12-26T22:05Z,u_3ff384f886cb4df2876520bf86484edd,phase_2,retweet,e_64724167cf754e8d98483c01ee7c2ca3,u_fb602bb6b7fd499cbbda98314e213e4c,fear,,,[],,personal,personal,,,[],[]
e_9e74dc4a9fd44e69a61e8e0676807148,2021-12-26T21:50Z,u_c4dbaf7f98f84f2caf36c98eafa25e4d,phase_2,retweet,e_5a84a8af53504270a35a5538c7992fa6,u_32c210e5a45e413b9511c91166bc4bc5,anger,,,[],,personal,personal,,,[],[]
e_d6d597980dbb4d2a8d0c5e2fcb2948a9,2021-12-26T22:14Z,u_357b39aea5994dae9668b493d8d933f3,phase_2,retweet,e_42b44e115e1c4819ad1821d32a4df3fd,u_3f08f8b0472c4b11bce08f2ed002b5d5,sadness,,,[],,personal,personal,,,[],[]
e_2e935ea376be41c3bc500ba4de3b4985,2021-12-26T22:03Z,u_695b79ef99f2410ea74b712ff14ff106,phase_2,retweet,e_6b0a2c6563424e118a64419b6b43a625,u_be6494093d024182bf7675b377a17af2,anger,,,[],,personal,personal,,,[],[]
e_ca5d7f3d28f44cbeb08556c2953dc2bb,2021-12-26T21:59Z,u_74513bc195814f48b7822c062c1aee79,phase_2,retweet,e_7c200b3648444ccf908b215856a097b4,u_1e6ef7b4adce4a17872c25fd27759726,neutral,,,[],,personal,personal,,,[],[]
e_f9b22fea08f84249abf12e5ffd6d9a2e,2021-12-26T22:08Z,u_74513bc195814f48b7822c062c1aee79,phase_2,retweet,e_68cc3b11953c44c2881a51e956e7df3d,u_61b5e585596444c5a2c19963c552c165,sadness,,,[],,personal,personal,,,[],[]
e_1af09ebdbd684e43a669feb1a426f73a,2021-12-26T21:44Z,u_b36285581c384c70990bb32670c3583a,phase_2,retweet,e_972131cfc6354e22a4087926deae5365,u_7e160e3df3d04881a1b1b146efa1333b,sadness,,,[],,personal,personal,,,[],[]
e_4f3fde83172740f2b029fe7e178faa8a,2021-12-26T21:46Z,u_74513bc195814f48b7822c062c1aee79,phase_2,retweet,e_fe28398548b0418dbd6463f37a93bac4,u_110bcc6605164c6fa06ef2ef2326d5a9,anger,,,[],,personal,personal,,,[],[]
e_a8b60767e9f84374b6686f564dfbbe25,2021-12-26T22:06Z,u_74513bc195814f48b7822c062c1aee79,phase_2,retweet,e_02df033d60c3437dbdc50464bf028510,u_e11838bfac39496e9e7c2af0c0244cb3,sadness,,,[],,personal,personal,,,[],[]
e_52147d966f5b49e8b714b82c3e5d3a16,2021-12-26T22:06Z,u_0d1ce7b1494e4016a990e21f27ca0255,phase_2,reply,e_71c7f466ef5f4eb282edccf5d8545b1d,u_0d1ce7b1494e4016a990e21f27ca0255,joy,,,[],,personal,personal,,false,[],[]
e_72df9e4fe2fb46cc98ebd877776a4900,2021-12-26T22:13Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_6155bca6e6cc42dfb0f3e2cff09d65e0,u_982d529457854815a1d5797094ab1dc3,sadness,,,[],,personal,personal,,,[],[]
e_7c91bf88b68d4d098f1a3fb9909fdc86,2021-12-26T21:46Z,u_5dc60c2417a84771b253d7103749da82,phase_2,retweet,e_78dfa37aee5f473e8ff061d2a3cf5184,u_8d2fd02409b04759999156b9427943f6,anger,,,[],,personal,personal,,,[],[]
e_dcaada70877342fbbad891ca1a8008e3,2021-12-26T21:57Z,u_a97513aad0224bf292af23bfb752bbe0,phase_2,retweet,e_8e9e8faff1ed45939ca6dcad32e99b7f,u_92a484c576134b109f06a3f070fb6188,neutral,,,[],,personal,personal,,,[],[]
e_45f8c90683de45afb4addc07593da04d,2021-12-26T21:49Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_4f5cddcdfccd427bb1c1af37fade0002,u_db2e50d5ab794a42900bec05212a4f63,fear,,,[],,personal,personal,,,[],[]
e_927be9f8c68048a28660dcd83b77b6d1,2021-12-26T22:00Z,u_f3fb074082ac443cb6bab41bed47837c,phase_2,retweet,e_8e9e8faff1ed45939ca6dcad32e99b7f,u_92a484c576134b109f06a3f070fb6188,neutral,,,[],,personal,personal,,,[],[]
e_d7db851b8cb24e3aadd6a6b6769f196f,2021-12-26T22:02Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_00dbd9714a4a41bbad5463639309cd02,u_36e08463a375448298c80be0c87cc717,anger,,,[],,personal,personal,,,[],[]
e_14a7005901714628844ab85ae1e8fa47,2021-12-26T21:43Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_abc62f9ec9b246b5b58d98310f4462bc,u_541f07d3e33b4eddbcc882b38dc3746e,anticipation,,,[],,personal,personal,,,[],[]
e_3d51bb41a7f348f3b82369f5848aa3dd,2021-12-26T22:03Z,u_7530d5a0abb44fea895986e41099e7ca,phase_2,retweet,e_b941bf42d7844c9dbdce9c4c50f870a6,u_65eed084f20a4a2c896c8f5e6e9466a2,anger,,,[],,personal,personal,,,[],[]
e_0e5b67b5c0ae4da6aca38a349b80d881,2021-12-26T21:48Z,u_941df32650384810a52ba51dfe480133,phase_2,post,,,sadness,,,[],,personal,personal,,,[],[]
e_9ddedbfca75d4ae3b524b43c876a50a2,2021-12-26T22:04Z,u_9e43d3bc45014fdfb278a5c7e2723863,phase_2,post,,,joy,,,[],,personal,personal,,false,[],[]
e_1f390810eb7c478d98c9656de571103f,2021-12-26T22:00Z,u_782775038406494a987ee7c0c7112168,phase_2,retweet,e_d45cc52afb8d407497723af44ae7762f,u_a043641015a34465822b84d6c8ac97df,disgust,,,[],,personal,personal,,,[],[]
e_d0b6f335c5ce48a38e2aee6a6ef921bb,2021-12-26T21:46Z,u_590b7838fa804a348e227eaf4431cdfd,phase_2,post,,,anger,,,[],,personal,personal,,false,[],[]
e_374bd79f550a4800a6230bd32d138c34,2021-12-26T22:04Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_7b86dd5c23464cd68ac18b9c42f94358,u_891ef5207e6840bea7f10c902489e3e6,anger,,,[],,personal,personal,,,[],[]
e_6e3d3793e9b943c1ba9e006a4acece37,2021-12-26T22:02Z,u_7a817c05849d4d0d9df870cd7d4160c0,phase_2,post,,,sadness,,,[],,personal,personal,,false,[],[]
e_109abef61b884f97af9528a41daaf350,2021-12-26T21:48Z,u_ab7a4c574fa04c01a3d142b608e71ebc,phase_2,post,,,joy,,,[],,personal,personal,,false,[],[]
e_4d0eecc43a6646459d9d1c535b8164e2,2021-12-26T21:47Z,u_8905aa1b9cbc4002aef31a5e36e5b0a5,phase_2,retweet,e_00dbd9714a4a41bbad5463639309cd02,u_36e08463a375448298c80be0c87cc717,anger,,,[],,personal,personal,,,[],[]
e_50415286451647f8b4520fd2d525ac3c,2021-12-26T22:12Z,u_bfd6469c426644ddb3ac243a096ff1b2,phase_2,post,,,fear,,,[],,personal,personal,,false,[],[]
e_c757c7825f94452d9565cdbafcf06a4c,2021-12-26T21:54Z,u_7b9f051fe6ef4e3a9640df14f40037a2,phase_2,retweet,e_1df0dbdf07c245b2844fb2a854a1f7bb,u_3294803a7ffc4cd3bd2a2affe0558696,sadness,,,[],,personal,personal,,,[],[]
e_f03740f7109a4b45a2518192fb16bf30,2021-12-26T21:47Z,u_ae2388791a3d48e9b8f4918602aef03b,phase_2,retweet,e_0c052fe521394c18b48484a412d2ddb2,u_03cd58c13f954a18ae3208db24166836,disgust,,,[],,personal,personal,,,[],[]
e_4d481269a42e4cc0b4e32c6f7af4ec53,2021-12-26T22:02Z,u_75d943ddb12b429fb34487e54d861245,phase_2,retweet,e_7c200b3648444ccf908b215856a097b4,u_1e6ef7b4adce4a17872c25fd27759726,neutral,,,[],,personal,personal,,,[],[]
e_9778a8f65cc84e1db2567010d54e9987,2021-12-26T22:06Z,u_84d5eae36946404e8853f19b0bfbaef6,phase_2,retweet,e_2000ee1b130e4d6cbd656293299feab9,u_a2664ba7a7c0403f96380ed9b20e75e7,fear,,,[],,personal,personal,,,[],[]
e_b98da4ca2a36492c8593c8949440e9db,2021-12-26T21:59Z,u_5090b5e237bb4f6d9eb4af64d8184b42,phase_2,reply,e_fc3ba0e9b912466dbbe742d8ff18f605,u_5090b5e237bb4f6d9eb4af64d8184b42,anger,,,[],,personal,personal,,false,[],[]
e_3190fa08386f435daa03f2ec765fd3db,2021-12-26T21:54Z,u_a01bfe682fe740dcbd739fab8a84d908,phase_2,retweet,e_6b0a2c6563424e118a64419b6b43a625,u_be6494093d024182bf7675b377a17af2,anger,,,[],,personal,personal,,,[],[]
e_8f19ef80b14a4cfc87339a1d5f8ff842,2021-12-26T21:55Z,u_3b6cff0879c44b62a850e415aac9b375,phase_2,retweet,e_8a48b52afa7d461bb58ff91723c0c2aa,u_f4fa72074cb645db9f0351a5073ee3de,anger,,,[],,personal,personal,,,[],[]
e_6add06807d06435fb2e804a8dfe1ea3d,2021-12-26T22:09Z,u_3b6cff0879c44b62a850e415aac9b375,phase_2,retweet,e_cad9e2fc9d794c248659efeac490fc05,u_24db3f73b937447dac2b070e74b9b040,fear,,,[],,personal,personal,,,[],[]
e_09e8ff1318cf4a5b9814fe3079873cb3,2021-12-26T21:43Z,u_9fdfeba638e04a67b8eb25c159f3e969,phase_2,post,,,neutral,,,[],,personal,personal,,,[],[]
e_d535a0f2c4e64b83b8b42b1468d685b1,2021-12-26T22:03Z,u_4493acd438ca4ddbaf5889f1e9ec1b32,phase_2,post,,,sadness,,,[],,personal,personal,,false,[],[]
e_0f6f0e127b4e4e21b102a762d85715c2,2021-12-26T22:01Z,u_6c01cf5b6f694cd4a8016cb11482f755,phase_2,retweet,e_d45cc52afb8d407497723af44ae7762f,u_a043641015a34465822b84d6c8ac97df,disgust,,,[],,personal,personal,,,[],[]
e_97e3e8cf565e444b9d666f24d9019de0,2021-12-26T22:07Z,u_3b6cff0879c44b62a850e415aac9b375,phase_2,retweet,e_b5aff0d18dc04171ac0f50e274bf6405,u_0614a749f3d548c6ada85027a7d682f6,disgust,,,[],,personal,personal,,,[],[]
e_602fc7d66e3a4bfcb43b39cea1038811,2021-12-26T22:03Z,u_3b6cff0879c44b62a850e415aac9b375,phase_2,retweet,e_10c1fe8dc15844388ddf915b20806e99,u_d528e0b6ae044144bf4eef51ca512cf1,sadness,,,[],,personal,personal,,,[],[]
e_051fd553ba1a4279a21a5f039924b5e1,2021-12-26T21:54Z,u_feddc945c5bb4a14a120feb24d9a64d8,phase_2,retweet,e_e914ccd33b1049f380db96c05a84f921,u_dccdb52648d54b78aa53e46e95ddb841,joy,,,[],,personal,personal,,,[],[]
e_f82492db42ab498abd1b0186d9810c15,2021-12-26T21:58Z,u_bbdbafcbe2194617a42114b33fdf716c,phase_2,retweet,e_2904832be1754146a34fd4f3fe7d6d69,u_dc11f8a92eb6481daefd8762d5a1311c,sadness,,,[],,personal,personal,,,[],[]
e_3f99132b8ee246ca94c01e0aac465141,2021-12-26T22:09Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_be408a2d27b840c09118406a1b498d25,u_357b39aea5994dae9668b493d8d933f3,sadness,,,[],,personal,personal,,,[],[]
e_3ccfafc2dbae46419ad18a30de42106c,2021-12-26T22:09Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_651d526c675848bc9730e7c4fa109fad,u_d6f6df190a2d4469b87444328c1f1f75,sadness,,,[],,personal,personal,,,[],[]
e_f431d79ea5dd4021a1a472af0e7ce426,2021-12-26T21:40Z,u_63813a1e40bc4e87bd1cc3f3c5dace6b,phase_2,retweet,e_e1c267ca68734bd0ac4165181de13c20,u_de92ae1461e9470ebafb630911410cf2,joy,,,[],,personal,personal,,,[],[]
e_96b12fd272bc4989bd826bccab3fb382,2021-12-26T21:52Z,u_ade7d981c86e454cbbb1d64328c6179f,phase_2,retweet,e_dc44d963553f471395f8f57721577131,u_3dc67236e28e491d91ab7242722db06c,trust,,,[],,personal,personal,,,[],[]
e_b4f1eb9b4619478588b1089f784c0bd3,2021-12-26T22:00Z,u_d356e5217a074920bb248bc496dd0a82,phase_2,post,,,sadness,,,[],,personal,personal,,,[],[]
e_b79e406405cb4c09836fb644b6ddd79c,2021-12-26T21:41Z,u_515fa469d4b146979635b6e485e1c8ce,phase_2,retweet,e_c4854ab5770c41bf93e1c5012d787d15,u_e73663a9dcde44c99ec6003860a0192d,trust,,,[],,personal,personal,,,[],[]
e_e6c8ae92f4054be6804ece2e876677a3,2021-12-26T22:08Z,u_a7f74131e8ab4bbe9fb00fe652af5eaf,phase_2,retweet,e_c4854ab5770c41bf93e1c5012d787d15,u_e73663a9dcde44c99ec6003860a0192d,trust,,,[],,personal,personal,,,[],[]
e_036c2792851b49feb94dab2359c1d75c,2021-12-26T22:08Z,u_f22d464709474296a5cc9f05e386d4e8,phase_2,post,,,joy,,,[],,personal,personal,,false,[],[]
e_a8735508c5ba44029ffa2712576a790e,2021-12-26T21:53Z,u_40ff13f2871f496d8641725838506911,phase_2,retweet,e_f17d6a378dbb4cc4932d9debb103dcef,u_223c3c051d0645bd904b76f6153b00aa,sadness,,,[],,personal,personal,,,[],[]
e_762ebe2303724397821a204258e2e1bb,2021-12-26T21:53Z,u_00ab203d235d41039785b42937fbb3a0,phase_2,retweet,e_daf2ecf57ce642628bed46b33866f023,u_2adcf8106fcd41d2aed20c9e6acdab9b,anger,,,[],,personal,personal,,,[],[]
e_3dbfb42e9d91465ca9e518833424f846,2021-12-26T21:57Z,u_5490f51201564c3199c0bbd89438a35b,phase_2,retweet,e_7e039c80d69d42c2b136f7640b797189,u_490841c8e8f6486bb9083693c171bf00,sadness,,,[],,personal,personal,,,[],[]
e_43d5e217c0414cb4bc9fe602153f9d19,2021-12-26T22:01Z,u_370b8c66cd5647ef985becab0be23b5d,phase_2,retweet,e_dc44d963553f471395f8f57721577131,u_3dc67236e28e491d91ab7242722db06c,trust,,,[],,personal,personal,,,[],[]
e_59fe375e060f4a14a5185256ca585c71,2021-12-26T21:50Z,u_0a096684ff0c4849b949ad8c858d6b46,phase_2,retweet,e_dc44d963553f471395f8f57721577131,u_3dc67236e28e491d91ab7242722db06c,trust,,,[],,personal,personal,,,[],[]
e_f7736295646c4697baef1fbf6d3df997,2021-12-26T22:09Z,u_3a1a93d420394e14af85930053a358b5,phase_2,retweet,e_0891985a9c734ec8b0d8e8fc3d4aa5ad,u_a0287e956ef24ded84582dde5b054c72,disgust,,,[],,unknown,personal,,,[],[]
